chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
4.2,3.9,3.2,3.4,3.5,최희정 교수님,재무관리(영강),2017-1학기,전공필수
3.6,3.7,2.7,3.0,2.3,박명섭 교수님,오퍼레이션스관리,2017-1학기,전공필수
4.8,3.5,3.2,3.0,2.8,박광태 교수님,오퍼레이션스관리,2017-1학기,전공필수
4.6,3.7,4.1,4.1,4.3,김대기 교수님,오퍼레이션스관리,2017-1학기,전공필수
4.2,3.7,3.5,2.8,2.1,임호순 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
4.3,3.2,3.9,4.2,2.3,김대수 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
4.9,3.2,3.6,3.7,3.7,김병조 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
2.9,3.9,3.3,3.4,3.7,김기훈 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
4.8,4.2,3.2,3.5,3.2,임희주 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
2.8,3.9,2.9,2.8,2.9,이남경 교수님,오퍼레이션스관리(영강),2017-1학기,전공필수
2.3,3.6,3.0,3.0,4.2,최우석 교수님,중급회계I(영강),2017-1학기,전공필수
2.5,3.8,3.1,3.0,4.0,최우석 교수님,중급회계I(영강),2017-1학기,전공필수
1.2,2.2,3.5,3.2,2.1,이한상 교수님,중급회계I(영강),2017-1학기,전공필수
4.3,3.7,3.5,3.7,3.5,지승민 교수님,중급회계I(영강),2017-1학기,전공필수
2.9,3.8,3.3,3.7,3.9,최창규 교수님,중급회계I,2017-1학기,전공필수
4.8,4.3,3.5,3.7,3.9,두서영 교수님,중급회계I(영강),2017-1학기,전공필수
3.2,3.8,2.8,3.0,3.2,추재연 교수님,중급회계I(영강),2017-1학기,전공필수
3.1,4.2,3.1,3.0,3.3,이건 교수님,중급회계I(영강),2017-1학기,전공필수
1.8,3.6,3.0,2.7,2.3,이건재 교수님,중급회계I(영강),2017-1학기,전공필수
1.5,3.3,3.7,3.4,2.3,배길수 교수님,중급회계II,2017-1학기,전공선택
3.0,2.9,4.3,4.4,3.5,배진한 교수님,중급회계II(영강),2017-1학기,전공선택
2.4,2.7,3.9,3.3,3.3,한재민 교수님,경영정보시스템,2017-1학기,전공필수
1.8,3.9,3.7,4.0,3.2,서용무 교수님,경영정보시스템,2017-1학기,전공필수
2.3,4.3,2.5,3.2,2.7,홍세준 교수님,경영정보시스템(영강),2017-1학기,전공필수
4.3,3.6,3.6,4.0,3.8,이재남 교수님,경영정보시스템(영강),2017-1학기,전공필수
5.0,4.2,2.2,2.0,2.7,Anat Zeelim-Hovav 교수님,경영정보시스템(영강),2017-1학기,전공필수
4.6,3.7,3.1,3.7,2.2,이동원 교수님,경영정보시스템(영강),2017-1학기,전공필수
4.5,3.7,3.4,3.6,2.7,문재윤 교수님,경영정보시스템(영강),2017-1학기,전공필수
4.6,3.3,2.8,2.6,1.9,Jean-Henry Morin 교수님,경영정보시스템(영강),2017-1학기,전공필수
4.9,4.0,2.7,3.1,3.9,최진희 교수님,광고론(영강),2017-1학기,전공선택
4.7,3.5,2.8,3.1,3.2,최진희 교수님,광고론(영강),2017-1학기,전공선택
3.7,3.9,2.7,3.5,3.3,Fang-Chi Lu 교수님,광고론(영강),2017-1학기,전공선택
4.6,4.0,2.6,2.5,3.8,유관희 교수님,관리회계,2017-1학기,전공선택
1.1,3.8,2.7,2.7,3.4,김진배 교수님,관리회계,2017-1학기,전공선택
4.8,4.0,3.4,3.4,3.9,유승원 교수님,관리회계(영강),2017-1학기,전공선택
2.3,3.9,3.8,3.8,3.8,한승수 교수님,관리회계(영강),2017-1학기,전공선택
3.2,4.0,2.9,2.8,3.5,김현아 교수님,관리회계(영강),2017-1학기,전공선택
4.6,3.7,4.1,4.7,3.4,김익수 교수님,기업경제학,2017-1학기,전공선택
1.8,3.8,2.3,1.9,2.9,김상용 교수님,마케팅조사론,2017-1학기,전공선택
5.0,4.0,3.0,3.1,3.7,유원상 교수님,마케팅조사론(영강),2017-1학기,전공선택
2.0,3.5,4.3,4.2,4.4,손범진 교수님,투자론(영강),2017-1학기,전공선택
1.1,3.8,3.9,4.0,3.8,강상구 교수님,투자론,2017-1학기,전공선택
4.7,4.2,3.3,3.3,4.0,임현일 교수님,투자론,2017-1학기,전공선택
4.6,3.8,3.4,3.0,3.8,남대일 교수님,벤처경영,2017-1학기,전공선택
4.3,4.0,3.5,2.8,3.5,김도윤 교수님,벤처경영,2017-1학기,전공선택
4.0,4.0,3.0,2.3,3.3,이동섭 교수님,조직행동론(영강),2017-1학기,전공필수
4.4,2.8,3.5,4.2,2.8,전재욱 교수님,조직행동론(영강),2017-1학기,전공필수
4.0,3.4,3.4,3.7,3.6,전재욱 교수님,조직행동론(영강),2017-1학기,전공필수
4.9,3.4,3.6,2.3,3.1,김태규 교수님,조직행동론(영강),2017-1학기,전공필수
4.9,3.6,2.5,3.7,2.2,권성우 교수님,조직행동론(영강),2017-1학기,전공필수
4.8,3.4,3.3,4.0,3.1,문형구 교수님,조직행동론,2017-1학기,전공필수
4.8,4.3,2.7,3.2,3.9,이목화 교수님,조직행동론,2017-1학기,전공필수
4.8,4.4,3.0,3.4,2.9,박지혜 교수님,조직행동론(영강),2017-1학기,전공필수
3.2,3.9,3.2,2.7,3.6,조명현 교수님,국제경영론,2017-1학기,전공필수
4.7,3.3,3.6,4.1,4.2,이재혁 교수님,국제경영론,2017-1학기,전공필수
4.8,3.6,3.4,3.2,2.5,정인식 교수님,국제경영론(영강),2017-1학기,전공필수
4.9,3.9,3.6,4.1,3.8,정창화 교수님,국제경영론(영강),2017-1학기,전공필수
4.6,4.1,4.3,4.3,4.3,문정빈 교수님,국제경영론(영강),2017-1학기,전공필수
4.3,2.3,3.3,3.0,2.0,조경아 교수님,국제경영론(영강) 교환학생전용(Exchange students only),2017-1학기,전공필수
4.7,4.1,2.4,2.8,2.2,김순성 교수님,국제경영론(영강),2017-1학기,전공필수
5.0,4.2,2.8,3.0,3.1,김은미 교수님,국제경영론(영강),2017-1학기,전공필수
5.0,3.9,3.3,3.8,3.8,박혜연 교수님,국제경영론(영강),2017-1학기,전공필수
4.9,3.8,4.0,4.3,4.4,김익수 교수님,지역연구(중국),2017-1학기,전공선택
4.8,3.5,2.8,3.5,3.5,Martin Hemmert 교수님,Korean Business & Management in the Global Context(영강),2017-1학기,전공선택
4.5,3.8,3.3,3.0,3.5,편주현 교수님,국제무역론(영강),2017-1학기,전공선택
1.4,3.0,3.6,2.6,3.6,한재민 교수님,IT기반비즈니스모델,2017-1학기,전공선택
4.2,3.8,3.1,3.6,2.6,문재윤 교수님,소셜컴퓨팅과비즈니스(영강),2017-1학기,전공선택
2.3,3.7,2.7,2.9,3.7,박종원 교수님,소비자행동,2017-1학기,전공선택
1.3,3.8,2.6,3.2,2.2,석관호 교수님,소비자행동(영강),2017-1학기,전공선택
4.4,3.8,3.2,3.5,4.2,윤성아 교수님,소비자행동(영강),2017-1학기,전공선택
4.7,4.0,3.9,4.3,4.3,김용덕 교수님,국제금융론,2017-1학기,전공선택
4.6,3.9,4.2,4.0,4.1,정재호 교수님,국제금융론(영강),2017-1학기,전공선택
1.6,3.4,3.7,3.6,3.4,정석우 교수님,세무회계,2017-1학기,전공선택
4.4,3.1,3.2,3.5,3.1,김동원 교수님,노사관계론,2017-1학기,전공선택
4.4,2.9,3.4,3.7,2.1,김광현 교수님,인적자원관리(영강),2017-1학기,전공선택
4.1,3.2,2.8,4.0,2.8,김광현 교수님,인적자원관리(영강),2017-1학기,전공선택
1.6,4.1,3.7,2.9,3.2,이한상 교수님,고급회계(영강),2017-1학기,전공선택
4.5,3.9,3.4,3.6,3.9,채서일 교수님,마케팅전략,2017-1학기,전공선택
4.8,3.7,3.4,3.1,3.1,이종호 교수님,마케팅전략(영강),2017-1학기,전공선택
4.8,3.5,3.5,3.5,3.9,이동욱 교수님,국제재무관리(영강),2017-1학기,전공선택
2.3,3.6,3.4,3.1,3.6,정지웅 교수님,국제재무관리(영강),2017-1학기,전공선택
4.4,2.8,4.0,3.8,3.8,김중혁 교수님,기업재무(영강),2017-1학기,전공선택
1.8,3.9,3.0,3.1,4.0,황준호 교수님,기업재무(영강),2017-1학기,전공선택
4.9,3.3,3.0,3.2,3.5,나현승 교수님,기업재무(영강),2017-1학기,전공선택
4.9,3.3,4.4,4.0,4.3,박진관 교수님,기업재무(영강),2017-1학기,전공선택
3.5,3.3,4.0,4.0,3.8,김동철 교수님,선물옵션(영강),2017-1학기,전공선택
4.6,4.2,2.6,1.9,2.3,김도완 교수님,선물옵션,2017-1학기,전공선택
1.7,3.3,4.3,3.0,3.0,정호원 교수님,IT서비스평가,2017-1학기,전공선택
3.0,4.0,3.7,2.7,4.7,이장혁 교수님,서비스마케팅(영강),2017-1학기,전공선택
4.5,2.8,3.8,3.6,3.5,김재환 교수님,현대기아차글로벌마케팅전략,2017-1학기,전공선택
5.0,4.0,2.5,3.2,3.5,권성우 교수님,비즈니스협상(영강),2017-1학기,전공선택
5.0,3.9,3.2,3.5,4.5,김언수 교수님,"경영전략(영강) 경영대학 전공생에 한함,(3,4학년 수강제한)",2017-1학기,전공필수
4.9,4.1,3.4,3.4,3.4,김영규 교수님,"경영전략(영강) 경영대학 전공생에 한함,(3,4학년 수강제한)",2017-1학기,전공필수
4.9,3.7,3.7,4.0,3.7,조명현 교수님,"경영전략 경영대학 전공생에 한함,(3,4학년 수강제한)",2017-1학기,전공필수
4.9,3.5,4.0,4.4,3.9,이재혁 교수님,"경영전략 경영대학 전공생에 한함,(3,4학년 수강제한)",2017-1학기,전공필수
4.7,3.9,3.2,3.2,3.6,김봉선 교수님,"경영전략(영강) 경영대학 전공생에 한함,(3,4학년 수강제한)",2017-1학기,전공필수
3.8,3.5,3.4,3.0,3.7,문정빈 교수님,소셜벤처창업,2017-1학기,전공선택
1.7,4.4,1.9,2.6,2.6,홍세준 교수님,IT혁신관리:이슈와트렌드(영강),2017-1학기,전공선택
4.4,3.6,4.1,3.8,3.9,이동욱 교수님,채권론(영강),2017-1학기,전공선택
1.1,4.8,2.9,2.3,2.8,유용근 교수님,기업가치평가(영강),2017-1학기,전공선택
3.8,3.9,4.3,3.9,4.3,김동철 교수님,고급투자론(영강),2017-1학기,전공선택
2.3,3.7,3.4,4.1,3.6,이동섭 교수님,리더쉽:이론과실제(영강),2017-1학기,전공선택
5.0,3.5,4.1,3.7,3.8,배종석 교수님,경영의철학적이해,2017-1학기,전공선택
4.7,4.1,3.9,3.8,4.2,김대기 교수님,로지스틱스관리,2017-1학기,전공선택
4.4,3.7,4.0,4.0,2.9,김대수 교수님,오퍼레이션스전략(영강),2017-1학기,전공선택
3.2,3.7,4.4,4.1,3.6,서용무 교수님,데이터관리와지적경영,2017-1학기,전공선택
4.6,3.6,3.1,3.0,3.3,Tony C. Garrett 교수님,제품및브랜드관리(영강),2017-1학기,전공선택
3.0,3.0,2.5,3.5,1.0,이두희 교수님,인터넷마케팅,2017-1학기,전공선택
2.5,3.9,2.8,2.8,3.3,이장혁 교수님,인터넷마케팅(영강),2017-1학기,전공선택
5.0,4.4,1.7,1.9,3.1,권수영 교수님,글로벌CEO특강,2017-1학기,전공선택
4.6,3.6,3.1,2.4,3.0,강윤찬 교수님,창의설계 신소재공학부,2017-1학기,전공선택
4.1,3.4,2.8,2.1,3.2,서지훈 교수님,창의설계 신소재공학부,2017-1학기,전공선택
5.0,4.8,3.5,4.3,3.3,강승모 교수님,창의설계 건축사회환경공학부,2017-1학기,전공선택
5.0,3.8,3.0,3.5,3.0,손상영 교수님,창의설계(영강) 건축사회환경공학부,2017-1학기,전공선택
4.5,3.9,3.6,2.8,3.5,송광호 교수님,기술과창업,2017-1학기,전공선택
4.2,3.6,3.2,3.1,3.8,정진택 교수님,열역학I,2017-1학기,전공필수
4.6,2.5,3.1,3.2,3.9,윤석구 교수님,열역학I(영강),2017-1학기,전공필수
2.1,3.9,3.7,3.6,3.8,심준형 교수님,열역학I(영강),2017-1학기,전공필수
4.3,3.5,3.2,3.3,3.7,홍대희 교수님,고체역학I,2017-1학기,전공필수
3.8,4.2,3.7,3.5,3.9,김윤재 교수님,고체역학I(영강),2017-1학기,전공필수
4.3,3.4,3.1,4.3,2.7,최우천 교수님,기계제작법및실습,2017-1학기,전공필수
4.6,4.0,3.1,3.0,3.8,심재경 교수님,전산기이용기계제도,2017-1학기,전공필수
4.4,3.9,2.8,2.6,4.1,최병호 교수님,전산기이용기계제도(영강),2017-1학기,전공필수
1.6,3.7,3.9,3.6,3.7,심재경 교수님,기구학,2017-1학기,전공필수
3.4,4.3,3.4,3.2,3.9,정석 교수님,공업수학I(영강),2017-1학기,전공선택
2.0,3.8,3.3,3.3,4.0,이호성 교수님,공업수학I(영강),2017-1학기,전공선택
4.8,3.8,3.5,3.3,2.9,김재인 교수님,동역학(영강),2017-1학기,전공필수
3.3,3.3,4.6,4.8,4.1,김권희 교수님,창의적기계설계:캡스톤디자인,2017-1학기,전공필수
3.3,3.2,4.4,3.8,3.9,이병양 교수님,창의적기계설계:캡스톤디자인(영강),2017-1학기,전공필수
4.9,2.9,4.5,4.5,3.3,강용태 교수님,열전달(영강),2017-1학기,전공선택
1.4,3.1,4.4,4.4,4.1,권오명 교수님,열전달,2017-1학기,전공선택
1.1,3.9,2.9,3.3,3.7,최병호 교수님,공학재료학(영강),2017-1학기,전공필수
4.0,3.8,3.1,3.9,2.5,한창수 교수님,공학재료학(영강),2017-1학기,전공필수
3.3,3.8,4.4,2.7,3.4,문영준 교수님,유체역학II,2017-1학기,전공선택
5.0,3.2,2.8,3.1,2.6,김윤재 교수님,기계공학실험I(영강),2017-1학기,전공필수
5.0,3.4,2.9,3.6,2.9,나성수 교수님,기계공학실험I(영강),2017-1학기,전공필수
4.9,3.7,2.7,3.6,2.7,최병호 교수님,기계공학실험I(영강),2017-1학기,전공필수
2.8,2.4,2.0,2.2,2.4,나성수 교수님,기계진동학,2017-1학기,전공선택
1.5,3.5,2.9,3.0,3.7,백창현 교수님,공기조화,2017-1학기,전공선택
1.8,3.8,3.3,3.6,3.5,이호성 교수님,에너지공학(영강),2017-1학기,전공선택
1.2,2.6,3.6,3.7,3.5,박심수 교수님,내연기관,2017-1학기,전공선택
1.9,3.2,3.5,3.4,3.7,송재복 교수님,메카트로닉스,2017-1학기,전공선택
1.7,3.6,3.9,4.2,3.7,정석 교수님,통합설계(영강),2017-1학기,전공선택
2.1,4.5,3.8,3.4,4.2,장민호 교수님,통합설계(영강),2017-1학기,전공선택
2.8,3.8,3.3,3.6,3.4,최원준 교수님,수치해석(영강),2017-1학기,전공선택
4.7,4.5,3.2,2.9,3.8,정우진 교수님,마이크로프로세서프로그래밍(영강),2017-1학기,전공선택
2.6,3.9,3.2,3.4,4.0,박신석 교수님,로봇공학(영강),2017-1학기,전공선택
5.0,4.2,3.2,4.0,4.8,정경철 교수님,일반회계및원가계산,2017-1학기,전공선택
4.1,4.5,3.1,3.3,4.7,심준용 교수님,일반회계및원가계산,2017-1학기,전공선택
3.5,3.5,2.7,2.9,3.0,한성원 교수님,수리통계및실습(영강),2017-1학기,전공필수
4.4,4.1,2.8,3.2,4.2,김성범 교수님,수리통계및실습,2017-1학기,전공필수
1.7,4.4,2.7,2.9,4.1,정태수 교수님,경영공학개론(영강),2017-1학기,전공필수
4.1,3.5,3.8,4.0,3.8,정의승 교수님,휴먼인터페이스,2017-1학기,전공선택
1.0,4.0,3.7,3.6,3.3,김기현 교수님,객체지향프로그래밍및실습,2017-1학기,전공선택
4.0,3.9,3.6,3.8,3.0,안민정 교수님,객체지향프로그래밍및실습,2017-1학기,전공선택
1.4,4.1,3.0,2.6,2.4,강정윤 교수님,생산시스템공학및실험,2017-1학기,전공선택
4.2,4.1,2.6,2.9,2.8,박재규 교수님,인간공학,2017-1학기,전공필수
3.3,3.2,3.5,3.2,1.9,박태준 교수님,OR-Ⅱ 및 실습,2017-1학기,전공필수
2.4,3.3,4.1,4.2,4.2,백준걸 교수님,데이터마이닝,2017-1학기,전공선택
3.9,2.6,2.7,2.8,2.7,한지희 교수님,생산계획,2017-1학기,전공필수
2.1,3.2,3.3,3.2,3.4,이홍철 교수님,정보시스템설계,2017-1학기,전공필수
4.4,3.5,4.1,4.1,4.3,최인찬 교수님,최적화이론(영강),2017-1학기,전공선택
4.3,3.7,2.6,2.9,2.3,장동식 교수님,시스템공학특론-Ⅰ,2017-1학기,전공선택
3.0,1.0,3.0,3.0,4.0,정의승 교수님,공학현장실습Ⅰ,2017-1학기,전공선택
4.8,3.4,3.2,3.2,2.8,이철웅 교수님,물류시스템설계,2017-1학기,전공선택
3.7,3.9,3.8,4.3,4.6,강필성 교수님,다변량분석(영강) 제1실험관 부속건물 204호에서 한달간 수업 진행 후 신공학관 224호로 변경 예정,2017-1학기,전공선택
4.8,3.9,1.7,2.2,2.9,박종선 교수님,시스템분석,2017-1학기,전공선택
4.7,3.6,4.5,4.4,4.8,최인찬 교수님,메타휴리스틱,2017-1학기,전공선택
1.8,4.8,4.2,4.0,4.3,정태수 교수님,캡스톤디자인Ⅰ,2017-1학기,전공선택
4.4,2.8,4.1,3.9,3.0,강윤찬 교수님,물리화학I,2017-1학기,전공필수
2.5,3.9,3.5,3.4,2.3,이인환 교수님,물리화학I(영강),2017-1학기,전공필수
4.5,3.9,2.9,2.2,3.5,이준호 교수님,물리화학I(영강),2017-1학기,전공필수
1.0,4.4,4.1,4.1,4.8,이경진 교수님,재료수치해석(영강),2017-1학기,전공선택
4.7,3.3,3.1,3.4,3.7,서지훈 교수님,재료구조물성(영강),2017-1학기,전공필수
4.6,2.9,3.8,3.9,3.7,성윤모 교수님,재료구조물성(영강),2017-1학기,전공필수
4.7,3.7,3.2,3.4,4.1,장호 교수님,재료구조물성,2017-1학기,전공필수
4.7,3.2,3.4,4.0,3.6,이종흔 교수님,생활속의신소재공학,2017-1학기,전공선택
4.5,2.7,3.0,2.9,3.3,이재철 교수님,공업수학I(영강),2017-1학기,전공선택
2.0,3.1,3.0,3.3,3.4,서지훈 교수님,공업수학I(영강),2017-1학기,전공선택
4.4,3.6,2.3,2.5,3.1,임대순 교수님,세라믹재료개론,2017-1학기,전공선택
1.1,3.9,2.9,3.2,3.9,이재승 교수님,유기재료화학(영강),2017-1학기,전공선택
4.9,4.1,3.6,3.9,3.4,오승주 교수님,X-선결정학(영강),2017-1학기,전공필수
5.0,4.3,3.6,3.7,3.7,오승주 교수님,X-선결정학(영강),2017-1학기,전공필수
1.1,4.2,3.8,3.8,3.1,이헌 교수님,전자및반도체재료공학,2017-1학기,전공필수
1.5,3.1,3.8,3.5,1.6,이인환 교수님,전자및반도체재료공학(영강),2017-1학기,전공필수
4.0,4.0,4.0,4.0,4.0,김영근 교수님,재료공학실험I,2017-1학기,전공필수
4.0,3.2,1.8,2.0,2.2,이경진 교수님,재료공학실험I,2017-1학기,전공필수
4.5,3.5,2.0,2.0,2.0,이재승 교수님,재료공학실험I,2017-1학기,전공필수
5.0,3.5,2.5,2.5,2.5,이명규 교수님,재료공학실험I,2017-1학기,전공필수
4.8,4.2,2.2,1.8,2.2,오승주 교수님,재료공학실험I,2017-1학기,전공필수
2.8,3.3,4.1,4.3,3.5,허주열 교수님,재료열역학,2017-1학기,전공필수
1.3,3.6,3.9,4.2,4.3,임상호 교수님,재료열역학(영강),2017-1학기,전공필수
4.5,2.9,4.3,4.5,4.1,성윤모 교수님,나노소재(영강),2017-1학기,전공선택
1.1,4.0,2.8,2.9,3.9,이명규 교수님,금속가공학(영강),2017-1학기,전공선택
5.0,3.4,3.6,4.8,4.0,장호 교수님,금속재료,2017-1학기,전공선택
1.5,3.7,3.6,3.7,3.9,성태연 교수님,광소재및소자(영강),2017-1학기,전공선택
2.3,4.1,3.4,3.5,2.7,윤우영 교수님,신소재종합설계Ⅰ,2017-1학기,전공선택
1.8,3.5,3.1,3.0,3.3,윤호규 교수님,고분자전자재료,2017-1학기,전공선택
4.8,3.4,3.1,2.3,2.1,서광석 교수님,유기재료공정,2017-1학기,전공선택
4.9,3.8,3.2,3.4,3.7,김영근 교수님,융합기술및신소재응용,2017-1학기,전공선택
5.0,5.0,5.0,5.0,5.0,장호 교수님,재료공학실험III,2017-1학기,전공선택
4.0,2.8,2.3,2.0,2.0,성윤모 교수님,재료공학실험III,2017-1학기,전공선택
3.0,3.3,3.0,3.0,3.0,성태연 교수님,재료공학실험III,2017-1학기,전공선택
4.9,4.6,3.6,3.8,3.3,이해근 교수님,전자기학,2017-1학기,전공선택
4.8,4.3,2.5,1.5,2.5,최주 교수님,산학협동강좌I,2017-1학기,전공선택
3.0,3.0,4.0,5.0,1.0,윤호규 교수님,졸업종합설계Ⅰ,2017-1학기,전공필수
1.0,5.0,4.0,3.0,1.0,이헌 교수님,졸업종합설계Ⅰ,2017-1학기,전공필수
1.0,5.0,5.0,5.0,4.0,이준호 교수님,졸업종합설계Ⅰ,2017-1학기,전공필수
3.0,3.5,3.5,3.5,3.0,서지훈 교수님,졸업종합설계Ⅰ,2017-1학기,전공필수
2.8,3.8,2.5,3.0,2.8,윤우영 교수님,졸업종합설계Ⅰ,2017-1학기,전공필수
1.1,2.9,3.6,3.6,3.4,권세혁 교수님,전기회로Ⅰ,2017-1학기,전공필수
4.2,3.9,2.6,2.8,2.6,전완종 교수님,전기회로Ⅰ,2017-1학기,전공필수
4.6,3.5,3.1,3.0,2.9,박귀태 교수님,전기회로Ⅰ,2017-1학기,전공필수
4.2,3.5,3.5,3.7,3.4,김석기 교수님,전기회로Ⅰ(영강),2017-1학기,전공필수
4.5,3.5,3.5,4.0,3.5,강충구 교수님,전기회로실험,2017-1학기,전공필수
4.3,4.0,2.8,2.8,3.6,고성제 교수님,전기회로실험,2017-1학기,전공필수
4.6,3.6,2.6,2.2,2.6,설상훈 교수님,전기회로실험,2017-1학기,전공필수
4.6,4.4,2.6,2.6,3.7,정창성 교수님,전기회로실험,2017-1학기,전공필수
5.0,4.0,2.3,2.0,4.3,이병준 교수님,전기회로실험,2017-1학기,전공필수
4.4,4.1,2.6,2.4,3.6,장길수 교수님,전기회로실험,2017-1학기,전공필수
4.0,3.4,3.2,2.9,3.0,황인준 교수님,전기회로실험,2017-1학기,전공필수
4.8,3.6,3.0,2.6,3.8,주병권 교수님,전기회로실험,2017-1학기,전공필수
